Asset Group,Class,Category,defect
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,مدخنة المطبخ,فقدان في احد المكونات
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,لوحة التوزيع الفرعية,مفقود
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,لوحة التوزيع الفرعية,لا يعمل
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,لوحة التوزيع الفرعية,إنقطاع الكهرباء
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,لوحة التوزيع الفرعية,فقدان احد المكونات 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,لوحة التوزيع الفرعية,تلف احد المكونات 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,لوحة التوزيع الفرعية,التماس كهربائي 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,الأبواب,تلف
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,الأبواب,فقدان احد المكونات
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,المصاعد,خلل
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,المصاعد,عطل أحد المكونات
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,المصاعد,خطر امن وسلامة
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,مراوح الشفط,عدم وجود الشفاط
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,مراوح الشفط,تالف
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,الأسقف المستعارة,فقدان أحد المكونات
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,الأسقف المستعارة,تلف أحد المكونات
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,صافرة الإنذار,خلل بالصفارة (تعمل بلا سبب)
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,صافرة الإنذار,انقطاع التيار 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,صافرة الإنذار,فقد
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,لوحة تحكم مكافحة الحريق,مفقود
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,لوحة تحكم مكافحة الحريق,لا يعمل
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,لوحة تحكم مكافحة الحريق,إنقطاع الكهرباء
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,لوحة تحكم مكافحة الحريق,فقدان احد المكونات 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,لوحة تحكم مكافحة الحريق,تلف احد المكونات 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,لوحة تحكم مكافحة الحريق,التماس كهربائي 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,لوحة تحكم مكافحة الحريق,حريق 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,صندوق خرطوم الحريق,فقد أحد مكونات صندوق الحريق
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,صندوق خرطوم الحريق,لا يوجد صندوق الحريق
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,صندوق خرطوم الحريق,انقطاع مياه 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,صندوق خرطوم الحريق,تسرب مياه 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,وحدة تحكم نظام مكافحة وكشف الحريق,مفقود
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,وحدة تحكم نظام مكافحة وكشف الحريق,كسر في باب وحدة التحكم
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,وحدة تحكم نظام مكافحة وكشف الحريق,كسر في احد المكونات 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,وحدة تحكم نظام مكافحة وكشف الحريق,فقدان احد المكونات 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,وحدة تحكم نظام مكافحة وكشف الحريق,التماس 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,وحدة تحكم نظام مكافحة وكشف الحريق,تالف
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,إضاءة إنذار الحريق,تالف
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,إضاءة إنذار الحريق,فقد
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,إضاءة إنذار الحريق,تلف احد مكونات 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,مفتاح إطلاق إنذار الحريق,تالف
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,مفتاح إطلاق إنذار الحريق,فقد
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,مفتاح إطلاق إنذار الحريق,تلف احد مكونات 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,وحدة التجميد الداخلية,تبريد ضعيف
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,وحدة التجميد الداخلية,انقطاع التيار 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,وحدة التجميد الداخلية,تسريب مياه 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,وحدة التجميد الداخلية,تعطل وحدة التحكم
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,وحدة التجميد الداخلية,تلف احد المكونات 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,وحدة التجميد الداخلية,فقدان احد المكونات
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,مروحة تنقية الهواء,فقدان احد المكونات
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,مروحة تنقية الهواء,تلف احد المكونات 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,مروحة تنقية الهواء,التماس
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,الساعة المعيارية,مفقود
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,الساعة المعيارية,تالف
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,مصيدة الدهون,انسداد
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,مصيدة الدهون,طفح
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,مصيدة الدهون,روائح كريهة
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,مصيدة الدهون,فقد في احد أجزاء مصيدة الزيت
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,شبك الشواء,مفقود
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,شبك الشواء,تالف 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,رشاشات مكافحة الحريق,مفقود
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,رشاشات مكافحة الحريق,مكسور
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,رشاشات مكافحة الحريق,فقدان احد الاجزاء 
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,رشاشات مكافحة الحريق,تسريب مياه
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,المقابس الصناعية,مفقود
مخيمات إسكان الحجاج بمنى - المطورة,مطبخ مطور,المقابس الصناعية,تالف
